 DRACARYS_GLOSS:0 "Alto Valyriano per "fuoco di drago" - usato dai signori dei draghi per comandare le fiamme ai propri draghi."
d_nf_takapis: "$dynn_Takapis$ Famiglia"
agot_dragon_siege.0100.a.f: "L’approccio meno rischioso: [sieging_rider.Custom('IT_NAM_COL3')][sieging_rider.GetTitledFirstNameOrMeNoTooltip] cavalcherà [sieging_dragon.GetNameNoTooltip] per attaccare i punti più deboli della tenuta, indebolendone le difese."
agot_dragon_siege.0100.b: "Quelle mura non li proteggeranno dal fuoco di drago."
agot_dragon_siege.0100.b.f: "[sieging_rider.Custom('IT_NAM_COL3')][sieging_rider.GetTitledFirstNameOrMeNoTooltip|U] cavalcherà [sieging_dragon.GetNameNoTooltip] per scatenare le fiamme di [sieging_dragon.Custom('GetDragonHerHis')] sulle difese, tentando di porre fine a questo assedio in un tripudio di gloria."
agot_dragon_siege.0100.c: "Nessuna pietà — la fortezza #N brucerà#!."
agot_dragon_siege.0100.c.f: "[sieging_rider.Custom('IT_NAM_COL3')][sieging_rider.GetTitledFirstNameOrMeNoTooltip|U] scatenerà [sieging_dragon.GetNameNoTooltip] sulle difese e sul mastio interno, danneggiando gravemente la tenuta e i suoi difensori."
agot_dragon_siege.0100.c.tt: "#N Molti all’interno di [sieging_location.GetNameNoTooltip] verranno arsi o periranno.#!"
agot_dragon_siege.0100.c.tt.family: "[family_scope.GetFirstName] potrebbe essere #X ferit[Select_CString(family_scope.IsFemale,'a','o')]#! o #X uccis[Select_CString(family_scope.IsFemale,'a','o')]#!!"
agot_dragon_siege.0100.d: "#N;bold Non resterà che cenere e rovina!#!"
agot_dragon_siege.0100.d.f: "Raderai la tenuta al suolo, non lasciando dietro di te che cenere e rovina."
agot_dragon_siege.0100.d.f_third: "[sieging_rider.Custom('IT_NAM_COL3')][sieging_rider.GetTitledFirstNameOrMeNoTooltip|U] raderà la tenuta al suolo, non lasciando dietro di sé che cenere e rovina."
agot_dragon_siege.0100.d.tt: "#N Tutti all’interno di [sieging_location.GetNameNoTooltip] saranno uccisi.#!"
agot_dragon_siege.0100.d.tt.family: "[family_scope.GetFirstName] sarà #X uccis[Select_CString(family_scope.IsFemale,'a','o')]#!!"
agot_dragon_siege.0100.e: "[defending_dragonrider.GetFirstName]! Vieni fuori e muori!"
agot_dragon_siege.0100.e.f: "Costringerai [defending_dragonrider.Custom('IT_NAM_COL3')][defending_dragonrider.GetTitledFirstNameNoTooltip] e [defending_dragon.GetFirstNameNoTooltip] ad affrontare [sieging_rider.GetFirstNameOrMeNoTooltip]."
agot_dragon_siege.0100.f: "No, continueremo l’assedio alla vecchia maniera."
agot_dragon_siege.0100.f.f: "Prosegui l’assedio."
agot_dragon_siege.0101.t: "$agot_dragon_siege.title$ Fuoco di Drago!"
agot_dragon_siege.0101.intro: "Mentre percorro i camminamenti di [location.GetName], non posso ignorare la precarietà della mia situazione — soldati nemici hanno circondato il mio mastio, e un assedio prolungato pare inevitabile.\n\n"
agot_dragon_siege.0101.bigboi: "Il sole è alto nel cielo quando lo sento: un ruggito lacerante, seguito da un sibilo di vento. Un furor simile a una tremenda tempesta che si abbatte sui [ROOT.Char.GetCurrentLocation.Custom('GetTerrainTreePlural')], scuotendo il [ROOT.Char.GetCurrentLocation.Custom('GetProvinceFoliageDesc')] attorno al mio castello. Un’ombra immensa striscia sul sole un tempo luminoso, oscurandolo. Mi ritrovo a fissare quell’abisso oscuro mentre discende su di me: [sieging_dragon.GetFirstNameNicknamed], il #XB grande colosso tra i draghi#!!\n\n"
agot_dragon_siege.0101.option1: "Un fitto manto di nubi grava alto sopra di noi. Guardo oltre i [ROOT.Char.GetCurrentLocation.Custom('GetTerrainTreePlural')] attorno al mio castello, udendo un ruggito stridulo mentre una sagoma prende il volo sopra il [ROOT.Char.GetCurrentLocation.Custom('GetProvinceFoliageDesc')]. Ali spiegate, che spingono la bestia verso il cielo, fisso la mia rovina imminente con un dolore nel cuore. Ecco che arriva [sieging_dragon.GetFirstNameNicknamed], il #X temibile drago#! del mio nemico!\n\n"
agot_dragon_siege.0101.option2: "Il sole comincia a calare quando lo sento: un ruggito fragoroso in lontananza, oltre il [ROOT.Char.GetCurrentLocation.Custom('GetProvinceFoliageDesc')] che avvolge il mio castello. Il drago guizza verso l’alto, fende l’aria come una spada, e pennacchi di vivido fuoco di drago danzano dalla sua bocca. Il cielo si tinge di cremisi mentre affronto la mia fine: [sieging_dragon.GetFirstNameNicknamed|U] e le #X fiamme di [sieging_dragon.Custom('GetDragonHerHis')]#! sono state chiamate all’assedio.\n\n"
agot_dragon_siege.0101.option3: "Uno stridio vibrante lacera il silenzio teso, e oltre i [ROOT.Char.GetCurrentLocation.Custom('GetTerrainTreePlural')] distinguo chiaramente la mia nemesi: [sieging_dragon.GetFirstNameNicknamed], il #X ripugnante drago#!, è salito nei cieli, pronto a far piovere fuoco di drago su di me e sui miei uomini.\n\n"
agot_dragon_siege.0101.option4: "Il silenzio grava nell’aria come la morte. In lontananza, il tremolo profondo di un picchio nei [ROOT.Char.GetCurrentLocation.Custom('GetTerrainTreePlural')] tiene un ritmo spezzato sotto il respiro teso della mia guarnigione. La quiete va in frantumi come vetro quando [sieging_dragon.GetFirstNameNicknamed] balza verso il cielo, un vortice di fiamme e disperazione, venuto a #X portare la mia fine#!.\n\n"
agot_dragon_siege.0101.outro: "Ho solo il tempo di mormorare una preghiera prima che il calore si dispieghi attorno a me come un arazzo di fuoco. I miei uomini si sciolgono tutt’intorno, tramutati in cenere e fuliggine all’istante, mentre sento il fuoco di drago serrarsi su di me."
agot_dragon_siege.0101.a: "[ROOT.Char.Custom('Scream')]"
agot_dragon_siege.0101.a.f: "Vieni arso da [sieging_dragon.GetNameNoTooltip]."
agot_dragon_siege.0102.t: "$agot_dragon_siege.title$ Condannat[Select_CString(ROOT.Char.IsFemale,'a','o')] dal Fuoco di Drago!"
agot_dragon_siege.0102.outro: "Ho solo il tempo di mormorare una preghiera prima che il calore si dispieghi attorno a me come un arazzo di fuoco. I miei uomini si sciolgono tutt’intorno, tramutati in cenere e fuliggine all’istante, mentre mi aggrappo all’ultimo respiro."
agot_dragon_siege.0102.a: "[ROOT.Char.Custom('Scream')]"
agot_dragon_siege.0102.a.f: "Vieni arso a morte da [sieging_dragon.GetNameNoTooltip]."
agot_dragon_siege.0103.t: "$agot_dragon_siege.title$ Un Colpo Fortunato"
agot_dragon_siege.0103.desc.minor: "[sieging_dragon.GetName] e io voliamo verso [sieging_location.GetName], il paesaggio che scorre sotto di noi mentre il nostro primo bersaglio — un carro di rifornimenti che i difensori hanno scioccamente lasciato fuori dalle mura — si avvicina sempre più. Scateno le fiamme di [sieging_dragon.Custom('GetDragonHerHis')] su di esso, e il carro viene presto avvolto dal fuoco, le scorte dei difensori che salgono in fumo. È solo il primo dei nostri colpi!\n\nUna torre, un posto di guardia e una stalla esterna cadono tutti sotto le fiamme di [sieging_dragon.GetFirstNamePossessiveNoTooltip], ma mentre cabriamo sopra la stalla in fiamme avverto un impatto improvviso e un dolore acuto al fianco.\n\nUrlo di dolore e guardo in basso: una freccia mi è conficcata nell’addome, e una macchia rossa si allarga sul torso. Con un ruggito, [sieging_dragon.GetNameNoTooltip] vira per tornare alle nostre linee, e intravedo a stento l’arciere fortunato che è riuscito a colpirmi mentre si ritira nel mastio, mentre noi ci allontaniamo in volo."
agot_dragon_siege.0103.desc: "Le ceneri ardenti di [sieging_location.GetName] vorticano attorno alle ali maestose di [sieging_dragon.GetName]; come un demone di leggenda lo cavalchiamo, lasciando morte dietro di noi.\n\nSotto di noi c’è un cortile dove i difensori sembrano radunarsi, un ingenuo tentativo di fermare la distruzione che portiamo. Con una stretta dei talloni, ordino a [sieging_dragon.GetFirstNameNoTooltip] di restare sospeso sopra il cortile, e di far piovere fiamme di drago sugli sventurati là sotto.\n\nMa mentre ardiamo gli uomini sotto la nostra presenza possente, avverto un calore improvviso al fianco e grido mentre si tramuta in dolore. Guardo in basso: una freccia mi è conficcata nell’addome, e alzo lo sguardo verso l’arciere fortunato che è riuscito a colpirmi dalle mura. Con un ruggito lo riduciamo in cenere, ma non posso restare qui ora, e giro [sieging_dragon.GetFirstNameNoTooltip] per tornare alle nostre linee."
agot_dragon_siege.0103.a: "Almeno abbiamo fatto qualche danno!"
agot_dragon_siege.0103.a.f: "Sei stat[Select_CString(ROOT.Char.IsFemale,'a','o')] costrett[Select_CString(ROOT.Char.IsFemale,'a','o')] a ritirarti, ma non prima di aver inflitto i danni che intendevi."
agot_dragon_siege.0104.t: "$agot_dragon_siege.title$ Lancia Sacrificale"
agot_dragon_siege.0104.desc.minor: "I nostri attacchi esplorativi contro [sieging_location.GetName] hanno avuto successo, e le difese più accessibili sono o in fiamme o nel caos. L’ultimo bersaglio è una torre, e ordino a [sieging_dragon.GetName] di scatenare le fiamme di [sieging_dragon.Custom('GetDragonHerHis')] su di essa.\n\nEppure, proprio mentre [sieging_dragon.GetName] lo fa, col calore che piega la pietra stessa, vedo un uomo solitario sollevare una lancia dalla sommità della torre, lasciarla partire proprio mentre la torre crolla sotto di lui.\n\nSebbene stia senza dubbio precipitando verso la sua fine, la sua lancia ha trovato il bersaglio. Per quanto tentiamo di evitarla, la lancia colpisce [sieging_dragon.GetNameNoTooltip] al fianco, e sento la forza del dolore di [sieging_dragon.Custom('GetDragonHerHis')] mentre [sieging_dragon.Custom('GetDragonSheHe')] si ritrae, ruggendo in un misto d’ira e agonia."
agot_dragon_siege.0104.desc: "La strada di [sieging_location.GetName] è un fiume di fuoco, e i difensori si disperdono davanti alla nostra forma atterrata. Un altro edificio prende fuoco e, mentre i difensori fuggono, ordino a [sieging_dragon.GetName] di inseguire gli arcieri prima che possano riorganizzarsi.\n\nLa grande mole di [sieging_dragon.Custom('GetDragonHerHis')|U] avanza per la strada con sorprendente rapidità dietro i balestrieri in fuga, ma mentre oltrepassiamo un vicolo [sieging_dragon.Custom('GetDragonSheHe')] ruggisce di dolore! Guardo in basso e vedo una lancia conficcata nel fianco di [sieging_dragon.Custom('GetDragonHerHis')], il difensore solitario che deve essersi acquattato in quel vicolo avendo trovato il coraggio di colpirci!\n\nSenza che io lo comandi, [sieging_dragon.GetFirstNameNoTooltip] si gira e incenerisce l’uomo, ma sento il dolore di [sieging_dragon.Custom('GetDragonHerHis')], e ordino a [sieging_dragon.Custom('GetDragonHerHim')] di levarsi in volo."
agot_dragon_siege.0104.a: "Indietro, [sieging_dragon.GetFirstNameNoTooltip]! Dobbiamo curare le tue ferite!"
agot_dragon_siege.0104.a.f: "Sei stat[Select_CString(ROOT.Char.IsFemale,'a','o')] costrett[Select_CString(ROOT.Char.IsFemale,'a','o')] a ritirarti, ma non prima di aver inflitto i danni che intendevi."
agot_dragon_siege.0105.t: "$agot_dragon_siege.title$ Coraggio Condannato"
agot_dragon_siege.0105.desc: "I difensori di [sieging_location.GetName] ci hanno bersagliati con frecce e lance, tuffandosi dove possono nelle fortificazioni più robuste per sfuggire alle nostre fiamme. Infine vedo un varco: un gruppo di arcieri abbastanza sciocco da radunarsi tutto insieme. Protetti appena da un piccolo arco, e ordino a [sieging_dragon.GetName] di piombare su di loro!\n\nMentre lo faccio, vedo la trappola troppo tardi. Sopra l’arco un gruppo di difensori attendeva su un tetto adiacente e, mentre ci avventiamo in basso, #italic saltano#! verso [sieging_dragon.GetFirstNameNoTooltip]!\n\nBenché molti manchino il colpo e si schiantino sulla pietra sottostante, alcuni di quei folli coraggiosi trovano presa: i loro affondi dall’alto vanno a segno e inchiodano gli uomini su [sieging_dragon.GetFirstNameNoTooltip] con lance e spade. [sieging_dragon.GetFirstNameNoTooltip] ruggisce d’agonia e si inarca verso l’alto, scrollando via molti assalitori, e sale nei cieli: gli altri precipitano alla loro fine."
agot_dragon_siege.0105.a: "Quei bastardi coraggiosi!"
agot_dragon_siege.0105.a.f: "[sieging_dragon.GetFirstNameNoTooltip] è gravemente ferit[Select_CString(sieging_dragon.IsFemale,'a','o')] e sei stat[Select_CString(ROOT.Char.IsFemale,'a','o')] costrett[Select_CString(ROOT.Char.IsFemale,'a','o')] a ritirarti, sebbene non prima di aver inflitto i danni che intendevi."
agot_dragon_siege.0106.t: "$agot_dragon_siege.title$ Mille Tagli"
agot_dragon_siege.0106.desc: "L’attacco a [sieging_location.GetName] sta andando bene: molte strutture difensive crollano con poca difficoltà o resistenza. Credevo questa provincia ben difesa, ma pare che i difensori non siano coraggiosi quanto vorrebbero farci credere.\n\nQuando colpiamo il prossimo bersaglio chiave — una grande caserma che i difensori — capisco dove fossero quei difensori mancanti. Dalle finestre volano frecce a ogni istante, tutte puntate dritte su di me!\n\nBenché [sieging_dragon.GetFirstName] alzi le ali di [sieging_dragon.Custom('GetDragonHerHis')] per proteggermi, molte trovano il segno e ne sento il morso in profondità nella carne. Urlo di dolore, tracciando un ultimo comando non detto mentre ci alziamo nei cieli, le nubi che sbiadiscono davanti a me mentre sento il sangue colarmi sul petto."
agot_dragon_siege.0106.a: "Mi serve un cerusico!"
agot_dragon_siege.0106.a.f: "Sei stat[Select_CString(ROOT.Char.IsFemale,'a','o')] gravemente ferit[Select_CString(ROOT.Char.IsFemale,'a','o')] e costrett[Select_CString(ROOT.Char.IsFemale,'a','o')] a ritirarti, ma non prima di aver inflitto i danni che intendevi."
agot_dragon_siege.0106.b: "Io... io non... io."
agot_dragon_siege.0106.b.f: "Ti dissangui sul dorso di [sieging_dragon.GetNameNoTooltip] e il tuo corpo viene riportato alle tue linee. I danni che intendevi infliggere sono stati ottenuti, ma a un costo terribile."
agot_dragon_siege.0107.t: "$agot_dragon_siege.title$ La Lancia dello Straniero"
agot_dragon_siege.0107.desc: "I difensori di [sieging_location.GetName] hanno opposto una resistenza discreta, ma naturalmente nessuno può reggere contro [sieging_dragon.GetName] e me. Abbiamo bruciato le loro difese da un lato all’altro del mastio, concentrandoci su quelle che potrebbero ospitare armi e uomini, prima di rivolgerci a ciò che impedirebbe ai nostri di entrare.\n\nMentre ci volgiamo all’ultimo di questi, vedo un uomo solitario a cavallo — in qualche modo scampato alle fiamme — che ci cavalca incontro con una lancia in pugno, come per giostrarci contro! Coraggio o follia, non so dirlo, ma mentre ordino a [sieging_dragon.GetNameNoTooltip] di voltarsi e affrontarlo, resto sorpres[Select_CString(ROOT.Char.IsFemale,'a','o')] nel vedere la sua lancia partire dalle mani e colpirmi in pieno petto! L’aria mi viene strappata dai polmoni, e non riesco neppure a urlare con [sieging_dragon.GetFirstNameNoTooltip].\n\nSono vagamente consapevole dello scarto mentre [sieging_dragon.GetNameNoTooltip] si alza nei cieli, la mia forma inerme assicurata, la testa che ricade indietro a fissare il cielo. Il fumo che sale, stillando braci, sembra così... così."
agot_dragon_siege.0107.a: "Così bello."
agot_dragon_siege.0107.a.f: "Il tuo corpo, legato a [sieging_dragon.GetNameNoTooltip], viene riportato alle tue linee: danni inflitti, ma a un costo terribile."
agot_dragon_siege.0108.t: "$agot_dragon_siege.title$ Colpo di Scorpione"
agot_dragon_siege.0108.desc: "È raro che ci si possa umiliare in groppa a un drago. Pochi hanno mai conosciuto questa sensazione. Benché sapessi, in cuor mio, che usare [sieging_dragon.GetName] nell’assedio fosse un rischio, credevo che i difensori non potessero sperare di colpirci con le loro misere difese. Mi sbagliavo.\n\nMentre piombiamo per incenerire un’altra struttura difensiva, vedo un lampo di metallo e un dardo sfreccia dalle mura, colpendo [sieging_dragon.GetNameNoTooltip] al fianco. [sieging_dragon.GetFirstNameNoTooltip] ruggisce di dolore, sussultando indietro e quasi scaraventandomi dal dorso di [sieging_dragon.Custom('GetDragonHerHis')]."
agot_dragon_siege.0108.a: "Dobbiamo ritirarci!"
agot_dragon_siege.0108.a.f: "Sei stat[Select_CString(ROOT.Char.IsFemale,'a','o')] costrett[Select_CString(ROOT.Char.IsFemale,'a','o')] a ritirarti: i tuoi attacchi sono stati inefficaci e [sieging_dragon.GetFirstNameNoTooltip] è gravemente ferit[Select_CString(sieging_dragon.IsFemale,'a','o')]."
agot_dragon_siege.0109.t: "$agot_dragon_siege.title$ Puntura di Scorpione"
agot_dragon_siege.0109.desc: "Gli antichi Valyriani davano ai loro draghi nomi di dèi, ed è facile capirne il motivo. [sieging_dragon.GetName] è un dio di fuoco e di morte, e io sono il suo prescelto. Eppure, come gli dèi d’un tempo furono abbattuti dalla fede del nuovo, così anche la più grande delle armi può cadere per mano della più piccola.\n\nLa pioggia di metallo dalle mura arriva come una tempesta. Vedo [sieging_dragon.GetNameNoTooltip] colpito tra l’articolazione dell’ala di [sieging_dragon.Custom('GetDragonHerHis')] da un dardo di scorpione; il grido gutturale di dolore si spezza quando un altro dardo si schianta sul collo di [sieging_dragon.Custom('GetDragonHerHis')]. Il sangue sgorga dalle ferite di [sieging_dragon.Custom('GetDragonHerHis')] — e dove prima volavamo, ora stiamo cadendo, col suolo che si precipita verso di noi."
